customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
DEMO-0330,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No,Two year,Yes,Bank transfer (automatic),22.59,1297.1,No
DEMO-0331,Male,1,No,Yes,41,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),90.82,4306.38,No
DEMO-0332,Female,0,No,No,53,Yes,No,No,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,42.81,2334.3,Yes
DEMO-0333,Female,0,No,No,57,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),75.23,4843.49,Yes
DEMO-0334,Male,0,Yes,Yes,14,No,No,No,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,18.06,261.13,Yes
DEMO-0335,Female,0,No,No,10,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No,No internet service,Two year,Yes,Electronic check,78.31,653.95,Yes
DEMO-0336,Male,0,Yes,No,39,No,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),66.16,2615.71,No
DEMO-0337,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No internet service,Two year,No,Credit card (automatic),110.18,235.64,Yes
DEMO-0338,Female,1,Yes,No,42,No,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,No internet service,One year,No,Electronic check,71.78,3281.53,No
DEMO-0339,Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.51,914.33,Yes
DEMO-0340,Female,0,No,Yes,37,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,No,One year,No,Mailed check,48.55,2079.65,No
DEMO-0341,Female,0,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,66.74,2216.97,No
DEMO-0342,Male,0,Yes,No,12,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,54.25,709.53,Yes
DEMO-0343,Male,0,Yes,No,71,No,No,DSL,Yes,No internet service,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),19.39,1369.22,No
DEMO-0344,Male,1,No,No,6,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,110.32,629.56,Yes
DEMO-0345,Male,0,Yes,Yes,71,Yes,No phone service,No,No internet service,No internet service,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),118.85,8940.95,No
DEMO-0346,Female,0,No,Yes,32,Yes,No phone service,No,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),112.53,3844.45,No
DEMO-0347,Female,0,No,Yes,50,Yes,No phone service,DSL,No,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,49.57,2422.53,Yes
DEMO-0348,Female,0,Yes,No,36,Yes,No,DSL,No,No internet service,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),37.97,1293.37,No
DEMO-0349,Female,0,Yes,Yes,28,Yes,Yes,DSL,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,22.61,641.2,No
DEMO-0350,Female,0,Yes,No,55,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Mailed check,99.02,5030.97,No
DEMO-0351,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,103.7,367.09,No
DEMO-0352,Female,0,No,No,50,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),113.26,5494.43,No
DEMO-0353,Male,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),99.18,1063.15,Yes
DEMO-0354,Female,1,No,Yes,18,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Electronic check,65.8,1290.72,No
DEMO-0355,Female,0,No,No,51,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),95.07,5745.65,No
DEMO-0356,Female,0,No,No,61,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),73.25,5273.57,No
DEMO-0357,Male,0,No,No,66,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),45.64,3489.69,No
DEMO-0358,Male,0,No,No,36,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,104.3,3250.85,No
DEMO-0359,Female,1,No,Yes,62,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,118.13,5863.0,No
DEMO-0360,Male,0,Yes,Yes,10,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,Yes,No,One year,No,Electronic check,75.58,738.6,Yes
DEMO-0361,Male,1,Yes,Yes,62,No,No,DSL,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),44.67,3105.77,No
DEMO-0362,Female,0,No,Yes,30,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),46.55,1397.06,No
DEMO-0363,Male,0,Yes,No,60,Yes,No,DSL,No internet service,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),26.84,1516.39,No
DEMO-0364,Male,0,Yes,Yes,22,Yes,No,DSL,No,No,No internet service,No,No internet service,No internet service,One year,Yes,Mailed check,25.8,459.62,No
DEMO-0365,Male,0,Yes,No,33,Yes,No phone service,No,No,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),45.05,1306.48,Yes
DEMO-0366,Male,0,Yes,No,32,Yes,No,No,Yes,No,No internet service,No internet service,No,No,One year,Yes,Bank transfer (automatic),94.27,2444.15,No
DEMO-0367,Male,0,Yes,Yes,26,Yes,No phone service,DSL,No,Yes,No internet service,Yes,Yes,No,Two year,No,Mailed check,69.7,1870.5,No
DEMO-0368,Female,1,Yes,No,15,No,Yes,No,No,No,No internet service,No,No internet service,No,One year,No,Mailed check,82.67,1023.61,No
DEMO-0369,Female,0,No,No,37,No,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,Two year,No,Credit card (automatic),83.59,3586.82,No
DEMO-0370,Male,0,No,Yes,39,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No internet service,Two year,Yes,Electronic check,81.9,3068.19,No
DEMO-0371,Female,0,Yes,No,63,No,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,One year,No,Credit card (automatic),92.48,5335.16,Yes
DEMO-0372,Male,0,No,Yes,55,Yes,Yes,No,No internet service,Yes,No,Yes,No internet service,No,One year,Yes,Mailed check,58.12,3678.28,No
DEMO-0373,Male,0,No,Yes,36,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),42.04,1268.82,No
DEMO-0374,Male,0,Yes,No,71,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),104.59,6474.94,Yes
DEMO-0375,Female,0,Yes,Yes,20,Yes,No phone service,DSL,No internet service,No,No,No,No internet service,Yes,One year,Yes,Electronic check,71.78,1250.92,No
DEMO-0376,Female,0,No,No,5,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,Two year,No,Bank transfer (automatic),112.76,472.68,No
DEMO-0377,Male,0,No,No,5,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No internet service,No internet service,One year,No,Electronic check,67.87,299.9,No
DEMO-0378,Female,0,Yes,No,53,Yes,No,No,No internet service,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Mailed check,108.31,6676.54,No
DEMO-0379,Male,0,No,No,49,Yes,No,DSL,No,No,Yes,No internet service,Yes,Yes,Two year,No,Credit card (automatic),77.13,3797.56,Yes
DEMO-0380,Female,0,No,No,20,Yes,No phone service,No,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,70.64,1155.96,No
DEMO-0381,Male,0,No,No,24,Yes,Yes,DSL,No,No,No internet service,No,No internet service,No internet service,Two year,No,Credit card (automatic),90.57,2462.7,No
DEMO-0382,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,87.6,358.36,Yes
DEMO-0383,Female,0,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,64.26,329.56,No
DEMO-0384,Male,0,Yes,Yes,9,Yes,No,No,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,57.5,612.54,No
DEMO-0385,Male,0,Yes,No,49,Yes,No phone service,No,No internet service,Yes,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),56.51,2759.11,Yes
DEMO-0386,Male,1,No,No,55,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,100.75,4608.23,No
DEMO-0387,Female,0,Yes,No,19,Yes,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,36.71,821.83,No
DEMO-0388,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,Yes,Month-to-month,No,Mailed check,90.09,3750.77,Yes
DEMO-0389,Female,0,Yes,No,59,Yes,No,DSL,No internet service,No internet service,No,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),32.81,1615.15,No
DEMO-0390,Female,0,Yes,Yes,8,No,No phone service,No,No,No internet service,Yes,No internet service,No,Yes,One year,Yes,Mailed check,104.89,1002.96,Yes
DEMO-0391,Male,0,Yes,No,24,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),58.09,1599.95,No
DEMO-0392,Male,0,Yes,Yes,33,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Mailed check,36.71,1413.36,No
DEMO-0393,Female,0,No,No,20,Yes,Yes,DSL,No,Yes,Yes,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),103.9,2379.19,Yes
DEMO-0394,Male,0,No,No,21,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),41.6,706.12,No
DEMO-0395,Male,0,No,Yes,41,Yes,No phone service,DSL,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,36.52,1795.3,No
DEMO-0396,Female,0,No,Yes,10,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),109.27,1210.21,Yes
DEMO-0397,Female,1,Yes,Yes,61,Yes,No,No,No internet service,No,No,No,No,No internet service,Two year,Yes,Credit card (automatic),28.56,1926.94,Yes
DEMO-0398,Male,0,No,Yes,1,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,19.87,22.7,No
DEMO-0399,Male,0,Yes,No,47,Yes,No,DSL,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,68.05,3817.89,No
DEMO-0400,Female,1,Yes,No,63,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),65.6,4342.61,No
DEMO-0401,Female,0,No,No,18,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,18.82,365.84,Yes
DEMO-0402,Male,0,Yes,No,4,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),54.61,221.45,Yes
DEMO-0403,Female,0,Yes,Yes,52,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.83,1867.88,No
DEMO-0404,Male,1,No,Yes,19,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,84.37,1846.72,No
DEMO-0405,Female,0,Yes,Yes,45,Yes,No,DSL,No,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,99.49,4209.89,No
DEMO-0406,Female,0,Yes,No,6,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),75.99,423.09,Yes
DEMO-0407,Female,1,No,Yes,4,Yes,No,DSL,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),74.95,331.07,Yes
DEMO-0408,Male,0,Yes,No,2,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,112.42,232.63,No
DEMO-0409,Female,1,No,Yes,63,Yes,Yes,No,No,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),102.28,6112.56,No
DEMO-0410,Female,0,No,No,13,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),116.91,1797.95,No
DEMO-0411,Female,0,Yes,Yes,4,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,No internet service,No,Two year,No,Mailed check,93.05,376.74,Yes
DEMO-0412,Female,0,No,Yes,13,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,No internet service,Two year,Yes,Mailed check,52.78,619.93,Yes
DEMO-0413,Female,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,Two year,No,Electronic check,102.23,1565.39,No
DEMO-0414,Male,1,Yes,Yes,47,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.94,4884.07,Yes
DEMO-0415,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,No,No internet service,No,Yes,No,Two year,Yes,Bank transfer (automatic),97.63,2823.63,No
DEMO-0416,Female,1,Yes,Yes,62,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),91.39,6248.96,No
DEMO-0417,Female,0,Yes,Yes,58,Yes,No,DSL,No,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),100.22,4802.07,No
DEMO-0418,Female,0,No,Yes,35,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No internet service,No,One year,Yes,Credit card (automatic),41.8,1459.76,No
DEMO-0419,Female,0,Yes,No,24,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),27.38,562.79,No
DEMO-0420,Female,0,No,No,46,Yes,No,DSL,Yes,No internet service,No,No internet service,No,No,Two year,No,Mailed check,84.75,3564.06,No
DEMO-0421,Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,76.15,3522.65,Yes
DEMO-0422,Female,0,Yes,No,64,No,Yes,DSL,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,66.72,4651.97,No
DEMO-0423,Female,0,No,No,15,Yes,No phone service,No,No,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,82.27,1392.37,No
DEMO-0424,Female,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,91.29,3477.73,No
DEMO-0425,Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),63.56,3330.5,No
DEMO-0426,Female,0,Yes,Yes,70,Yes,No phone service,No,No,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,91.18,6891.25,Yes
DEMO-0427,Female,0,No,No,56,Yes,No phone service,No,No internet service,Yes,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,54.01,2878.16,No
DEMO-0428,Female,1,Yes,Yes,19,No,No phone service,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),20.51,441.0,No
DEMO-0429,Male,0,No,No,30,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,62.4,1615.86,No
DEMO-0430,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,No,Mailed check,114.85,2689.42,Yes
DEMO-0431,Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),22.69,1085.49,Yes
DEMO-0432,Female,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),80.29,1648.17,Yes
DEMO-0433,Female,0,Yes,Yes,61,Yes,Yes,DSL,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,70.92,4387.83,No
DEMO-0434,Male,0,No,No,27,Yes,Yes,DSL,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,68.01,2142.36,Yes
DEMO-0435,Male,0,Yes,Yes,6,Yes,No,DSL,Yes,No internet service,Yes,Yes,No,No internet service,One year,No,Bank transfer (automatic),78.28,517.58,No
DEMO-0436,Female,0,No,No,18,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,67.95,1001.15,Yes
DEMO-0437,Male,0,No,No,59,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,72.31,4058.67,No
DEMO-0438,Male,0,Yes,No,34,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,60.84,2155.65,Yes
DEMO-0439,Male,0,No,Yes,29,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),29.82,754.42,No
DEMO-0440,Male,0,Yes,No,56,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,39.47,2523.14,No
DEMO-0441,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),70.49,71.05,Yes
DEMO-0442,Male,0,No,Yes,31,Yes,No,DSL,No,Yes,Yes,No,No,No internet service,Two year,Yes,Electronic check,56.46,1817.05,No
DEMO-0443,Male,0,No,Yes,65,Yes,Yes,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),65.91,3795.74,Yes
DEMO-0444,Male,0,No,No,71,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,71.77,5176.0,No
DEMO-0445,Male,0,Yes,Yes,37,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),81.45,3485.86,No
DEMO-0446,Female,0,No,No,43,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Mailed check,26.3,1085.7,No
DEMO-0447,Male,0,No,No,64,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),73.61,4313.76,Yes
DEMO-0448,Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,No,One year,Yes,Mailed check,40.64,2684.52,No
DEMO-0449,Male,0,Yes,No,5,Yes,No phone service,No,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,50.11,217.67,No
DEMO-0450,Female,0,No,No,17,Yes,No phone service,DSL,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Electronic check,101.81,2051.68,Yes
DEMO-0451,Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,One year,No,Electronic check,36.71,1712.53,No
DEMO-0452,Male,1,No,No,24,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),29.61,601.86,No
DEMO-0453,Male,0,No,Yes,1,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,57.54,49.45,No
DEMO-0454,Male,1,No,No,11,Yes,Yes,No,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),89.94,1011.36,Yes
DEMO-0455,Female,0,Yes,No,38,No,No,DSL,No,Yes,Yes,Yes,No internet service,No,One year,Yes,Mailed check,48.85,1597.28,No
DEMO-0456,Female,0,Yes,No,56,Yes,Yes,DSL,Yes,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,93.64,5133.08,Yes
DEMO-0457,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,No internet service,One year,No,Bank transfer (automatic),20.94,73.17,No
DEMO-0458,Female,0,No,No,20,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,80.55,1295.04,No
DEMO-0459,Male,0,No,No,4,Yes,No phone service,No,Yes,No,Yes,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),66.24,215.96,No
DEMO-0460,Female,0,No,No,71,Yes,No,DSL,No,No internet service,No internet service,No,No,No,One year,No,Mailed check,93.48,6668.25,No
DEMO-0461,Male,0,Yes,No,33,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),44.24,1512.37,Yes
DEMO-0462,Female,0,Yes,Yes,58,Yes,Yes,DSL,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),69.04,4317.11,Yes
DEMO-0463,Female,0,Yes,No,60,Yes,No phone service,DSL,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),18.43,958.1,Yes
DEMO-0464,Female,0,No,Yes,45,Yes,No phone service,DSL,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),87.18,3897.56,Yes
DEMO-0465,Male,0,No,No,4,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),59.14,221.38,No
DEMO-0466,Female,0,No,Yes,45,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,One year,No,Electronic check,53.46,2104.43,No
DEMO-0467,Male,0,No,No,17,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,No,Month-to-month,Yes,Electronic check,114.27,1789.36,Yes
DEMO-0468,Male,0,No,No,72,Yes,Yes,DSL,No,Yes,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,114.45,6875.95,No
DEMO-0469,Male,0,No,No,34,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,One year,No,Mailed check,99.5,2879.31,No
DEMO-0470,Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),100.99,2894.79,Yes
DEMO-0471,Female,0,No,No,23,No,No,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),78.73,2157.38,Yes
DEMO-0472,Female,0,Yes,No,29,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,92.01,2758.66,No
DEMO-0473,Female,0,Yes,Yes,63,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,111.82,6917.3,Yes
DEMO-0474,Male,0,Yes,No,59,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,One year,Yes,Credit card (automatic),73.47,5187.0,No
DEMO-0475,Male,0,Yes,No,55,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,27.5,1299.11,No
DEMO-0476,Male,0,Yes,No,65,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,No,Two year,No,Electronic check,60.11,3800.85,No
DEMO-0477,Female,0,No,No,66,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,51.16,3821.78,Yes
DEMO-0478,Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),45.48,2013.77,Yes
DEMO-0479,Female,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,No,No,Two year,Yes,Mailed check,64.17,3566.94,No
DEMO-0480,Male,0,No,Yes,7,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Mailed check,31.84,248.06,Yes
DEMO-0481,Male,0,Yes,No,51,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),41.63,1733.06,No
DEMO-0482,Male,0,Yes,Yes,60,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),24.83,1422.09,No
DEMO-0483,Male,0,No,No,64,Yes,No phone service,DSL,No,No,Yes,Yes,No internet service,No internet service,Two year,Yes,Mailed check,38.78,2233.33,No
DEMO-0484,Female,0,Yes,No,24,Yes,No,No,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,50.64,1311.21,Yes
DEMO-0485,Male,0,Yes,No,57,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),72.01,4584.62,Yes
DEMO-0486,Female,0,Yes,Yes,20,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),118.81,2425.52,Yes
DEMO-0487,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),82.04,571.74,Yes
DEMO-0488,Male,1,No,No,8,Yes,No phone service,No,No,No internet service,No,Yes,No,No,One year,No,Credit card (automatic),92.77,632.92,No
DEMO-0489,Female,0,Yes,No,39,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,54.39,2450.69,No
DEMO-0490,Male,0,Yes,No,60,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,66.08,3631.14,Yes
DEMO-0491,Male,0,No,No,15,Yes,Yes,DSL,No,No internet service,No,No internet service,No internet service,Yes,Two year,No,Mailed check,111.78,1699.71,No
DEMO-0492,Female,0,No,No,72,Yes,No,DSL,No internet service,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),41.59,2670.62,Yes
DEMO-0493,Male,0,No,No,11,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,95.63,1251.3,Yes
DEMO-0494,Male,0,No,Yes,47,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,80.77,4318.11,Yes
